 Date,Time,Message
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 50 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.21999999999934516 | Strength= 560 | Points2= 0.11000000000058208 | Strength2= 560 | Tick1= 9713.01 Tick2= 9713.12 Tick3= 9713.34 Tick4= 9713.12 Extra= 9713.12 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 50 | Reconfirm= 0 | Guard= false | Reason= BLOCK: RECONFIRM
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 52.380952381014254 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.21999999999934516 | Strength= 560 | Points2= 0.21999999999934516 | Strength2= 560 | Tick1= 9713.12 Tick2= 9713.34 Tick3= 9713.12 Tick4= 9713.32 Extra= 9713.32 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 40 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 0 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.1999999999989086 | Strength= 560 | Points2= 0.21999999999934516 | Strength2= 560 | Tick1= 9713.34 Tick2= 9713.12 Tick3= 9713.32 Tick4= 9713.37 Extra= 9713.37 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 20 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 0 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.050000000001091394 | Strength= 560 | Points2= 0.1999999999989086 | Strength2= 560 | Tick1= 9713.12 Tick2= 9713.32 Tick3= 9713.37 Tick4= 9713.45 Extra= 9713.45 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 3 | Score= 0 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 0 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.07999999999992724 | Strength= 560 | Points2= 0.050000000001091394 | Strength2= 560 | Tick1= 9713.32 Tick2= 9713.37 Tick3= 9713.45 Tick4= 9713.5 Extra= 9713.5 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 3 | Score= 10 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 0 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.049999999999272404 | Strength= 560 | Points2= 0.07999999999992724 | Strength2= 560 | Tick1= 9713.37 Tick2= 9713.45 Tick3= 9713.5 Tick4= 9713.57 Extra= 9713.57 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 3 | Score= 0 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 0 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.06999999999970896 | Strength= 560 | Points2= 0.049999999999272404 | Strength2= 560 | Tick1= 9713.45 Tick2= 9713.5 Tick3= 9713.57 Tick4= 9713.66 Extra= 9713.66 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 3 | Score= 10 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 52.63157894741881 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.09000000000014552 | Strength= 560 | Points2= 0.06999999999970896 | Strength2= 560 | Tick1= 9713.5 Tick2= 9713.57 Tick3= 9713.66 Tick4= 9713.56 Extra= 9713.56 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 30 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 100 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.1000000000003638 | Strength= 560 | Points2= 0.09000000000014552 | Strength2= 560 | Tick1= 9713.57 Tick2= 9713.66 Tick3= 9713.56 Tick4= 9713.49 Extra= 9713.49 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 3 | Score= 10 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 100 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.06999999999970896 | Strength= 560 | Points2= 0.1000000000003638 | Strength2= 560 | Tick1= 9713.66 Tick2= 9713.56 Tick3= 9713.49 Tick4= 9713.44 Extra= 9713.44 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 3 | Score= 0 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 13.51351351335407 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.049999999999272404 | Strength= 560 | Points2= 0.06999999999970896 | Strength2= 560 | Tick1= 9713.56 Tick2= 9713.49 Tick3= 9713.44 Tick4= 9713.76 Extra= 9713.76 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 3 | Score= 0 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 0 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.31999999999970896 | Strength= 560 | Points2= 0.049999999999272404 | Strength2= 560 | Tick1= 9713.49 Tick2= 9713.44 Tick3= 9713.76 Tick4= 9713.93 Extra= 9713.93 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 30 | Reconfirm= 0 | Guard= false | Reason= BLOCK: RECONFIRM
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 0 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.17000000000007276 | Strength= 560 | Points2= 0.31999999999970896 | Strength2= 560 | Tick1= 9713.44 Tick2= 9713.76 Tick3= 9713.93 Tick4= 9714.28 Extra= 9714.28 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 20 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 0 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.3500000000003638 | Strength= 560 | Points2= 0.17000000000007276 | Strength2= 560 | Tick1= 9713.76 Tick2= 9713.93 Tick3= 9714.28 Tick4= 9714.33 Extra= 9714.33 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 30 | Reconfirm= 0 | Guard= false | Reason= BLOCK: RECONFIRM
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 0 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.049999999999272404 | Strength= 560 | Points2= 0.3500000000003638 | Strength2= 560 | Tick1= 9713.93 Tick2= 9714.28 Tick3= 9714.33 Tick4= 9714.57 Extra= 9714.57 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 3 | Score= 0 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 0 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.23999999999978172 | Strength= 560 | Points2= 0.049999999999272404 | Strength2= 560 | Tick1= 9714.28 Tick2= 9714.33 Tick3= 9714.57 Tick4= 9714.87 Extra= 9714.87 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 30 | Reconfirm= 0 | Guard= false | Reason= BLOCK: RECONFIRM
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 0 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.3000000000010914 | Strength= 560 | Points2= 0.23999999999978172 | Strength2= 560 | Tick1= 9714.33 Tick2= 9714.57 Tick3= 9714.87 Tick4= 9714.95 Extra= 9714.95 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 30 | Reconfirm= 0 | Guard= false | Reason= BLOCK: RECONFIRM
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 57.89473684225643 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.07999999999992724 | Strength= 560 | Points2= 0.3000000000010914 | Strength2= 560 | Tick1= 9714.57 Tick2= 9714.87 Tick3= 9714.95 Tick4= 9714.84 Extra= 9714.84 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 20 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 100 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.11000000000058208 | Strength= 560 | Points2= 0.07999999999992724 | Strength2= 560 | Tick1= 9714.87 Tick2= 9714.95 Tick3= 9714.84 Tick4= 9714.7 Extra= 9714.7 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 3 | Score= 10 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 2 | RSI= 100 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.13999999999941792 | Strength= 560 | Points2= 0.11000000000058208 | Strength2= 560 | Tick1= 9714.95 Tick2= 9714.84 Tick3= 9714.7 Tick4= 9714.54 Extra= 9714.54 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 30 | Reconfirm= 0 | Guard= false | Reason= BLOCK: RECONFIRM
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 35.55555555560946 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.15999999999985448 | Strength= 560 | Points2= 0.13999999999941792 | Strength2= 560 | Tick1= 9714.84 Tick2= 9714.7 Tick3= 9714.54 Tick4= 9714.83 Extra= 9714.83 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 1 | Score= 90 | Reconfirm= 1 | Guard= true | Reason= READY: TRADE
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 41.99999999997817 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.2899999999990541 | Strength= 560 | Points2= 0.15999999999985448 | Strength2= 560 | Tick1= 9714.7 Tick2= 9714.54 Tick3= 9714.83 Tick4= 9714.62 Extra= 9714.62 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 1 | Score= 90 | Reconfirm= 1 | Guard= true | Reason= READY: TRADE
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 61.76470588240015 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.20999999999912689 | Strength= 560 | Points2= 0.2899999999990541 | Strength2= 560 | Tick1= 9714.54 Tick2= 9714.83 Tick3= 9714.62 Tick4= 9714.75 Extra= 9714.75 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 40 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
2026-09-08,11:49:32 GMT,[SCALPER V3] Direction= 0 | RSI= 0 | SMA2= 9717.065 | SMA3= 9717.013333333334 | Points= 0.12999999999919964 | Strength= 560 | Points2= 0.20999999999912689 | Strength2= 560 | Tick1= 9714.83 Tick2= 9714.62 Tick3= 9714.75 Tick4= 9714.78 Extra= 9714.78 | LossLevel= 1 | LossCount= 1 | Stake= 10 | Regime= 2 | Score= 20 | Reconfirm= 0 | Guard= false | Reason= BLOCK: QUALITY
